DATE,KECAMATAN_NAME,TOTAL_POPULATION,STERILIZED,RESCUED
2025-05-13,Gubeng,2568,847,243
2025-05-13,Sukolilo,3716,1095,154
2025-05-13,Tambaksari,5410,1287,164
2025-05-13,Wonokromo,3478,1287,170
2025-05-13,Rungkut,5445,1441,154
2025-05-13,Mulyorejo,2390,1222,196
2025-05-13,Genteng,2889,1012,155
2025-05-13,Tegalsari,2290,988,172
2025-05-13,Sawahan,3715,1526,140
2025-05-13,Kenjeran,5137,1282,181
2025-05-14,Gubeng,2598,848,241
2025-05-14,Sukolilo,3726,1096,154
2025-05-14,Tambaksari,5446,1293,167
2025-05-14,Wonokromo,3478,1288,172
2025-05-14,Rungkut,5500,1447,155
2025-05-14,Mulyorejo,2397,1228,200
2025-05-14,Genteng,2894,1013,157
2025-05-14,Tegalsari,2296,993,175
2025-05-14,Sawahan,3728,1530,138
2025-05-14,Kenjeran,5181,1284,183
2025-05-15,Gubeng,2615,852,240
2025-05-15,Sukolilo,3763,1102,155
2025-05-15,Tambaksari,5482,1294,168
2025-05-15,Wonokromo,3477,1288,171
2025-05-15,Rungkut,5540,1447,157
2025-05-15,Mulyorejo,2407,1230,202
2025-05-15,Genteng,2900,1014,157
2025-05-15,Tegalsari,2313,999,179
2025-05-15,Sawahan,3764,1530,136
2025-05-15,Kenjeran,5191,1289,182
2025-05-16,Gubeng,2638,858,242
2025-05-16,Sukolilo,3801,1102,155
2025-05-16,Tambaksari,5529,1299,169
2025-05-16,Wonokromo,3499,1290,171
2025-05-16,Rungkut,5562,1448,160
2025-05-16,Mulyorejo,2431,1236,205
2025-05-16,Genteng,2932,1019,157
2025-05-16,Tegalsari,2316,1003,182
2025-05-16,Sawahan,3801,1534,140
2025-05-16,Kenjeran,5214,1294,184
2025-05-17,Gubeng,2663,861,242
2025-05-17,Sukolilo,3834,1104,154
2025-05-17,Tambaksari,5542,1299,172
2025-05-17,Wonokromo,3537,1293,175
2025-05-17,Rungkut,5629,1452,158
2025-05-17,Mulyorejo,2433,1238,209
2025-05-17,Genteng,2965,1020,160
2025-05-17,Tegalsari,2329,1006,181
2025-05-17,Sawahan,3813,1534,139
2025-05-17,Kenjeran,5236,1296,183
2025-05-18,Gubeng,2682,861,246
2025-05-18,Sukolilo,3866,1109,157
2025-05-18,Tambaksari,5602,1302,170
2025-05-18,Wonokromo,3546,1294,178
2025-05-18,Rungkut,5634,1454,162
2025-05-18,Mulyorejo,2433,1238,207
2025-05-18,Genteng,2977,1025,161
2025-05-18,Tegalsari,2354,1009,182
2025-05-18,Sawahan,3850,1536,141
2025-05-18,Kenjeran,5260,1302,184
2025-05-19,Gubeng,2707,865,249
2025-05-19,Sukolilo,3901,1110,156
2025-05-19,Tambaksari,5633,1308,174
2025-05-19,Wonokromo,3545,1294,178
2025-05-19,Rungkut,5652,1454,160
2025-05-19,Mulyorejo,2439,1241,206
2025-05-19,Genteng,3002,1029,159
2025-05-19,Tegalsari,2361,1013,183
2025-05-19,Sawahan,3879,1539,144
2025-05-19,Kenjeran,5271,1305,183
2025-05-20,Gubeng,2708,867,248
2025-05-20,Sukolilo,3946,1113,159
2025-05-20,Tambaksari,5672,1313,176
2025-05-20,Wonokromo,3554,1296,178
2025-05-20,Rungkut,5668,1454,161
2025-05-20,Mulyorejo,2452,1247,207
2025-05-20,Genteng,3006,1031,157
2025-05-20,Tegalsari,2371,1015,187
2025-05-20,Sawahan,3907,1543,145
2025-05-20,Kenjeran,5284,1305,182
2025-05-21,Gubeng,2713,869,246
2025-05-21,Sukolilo,3968,1113,159
2025-05-21,Tambaksari,5727,1316,177
2025-05-21,Wonokromo,3590,1298,176
2025-05-21,Rungkut,5712,1457,160
2025-05-21,Mulyorejo,2459,1250,207
2025-05-21,Genteng,3011,1031,157
2025-05-21,Tegalsari,2381,1017,186
2025-05-21,Sawahan,3943,1547,143
2025-05-21,Kenjeran,5294,1310,185
2025-05-22,Gubeng,2715,874,246
2025-05-22,Sukolilo,4006,1116,163
2025-05-22,Tambaksari,5769,1320,175
2025-05-22,Wonokromo,3624,1304,178
2025-05-22,Rungkut,5741,1461,163
2025-05-22,Mulyorejo,2481,1253,209
2025-05-22,Genteng,3041,1034,157
2025-05-22,Tegalsari,2381,1023,189
2025-05-22,Sawahan,3942,1551,145
2025-05-22,Kenjeran,5345,1315,187
2025-05-23,Gubeng,2719,880,247
2025-05-23,Sukolilo,4014,1117,162
2025-05-23,Tambaksari,5826,1321,173
2025-05-23,Wonokromo,3640,1309,179
2025-05-23,Rungkut,5755,1467,166
2025-05-23,Mulyorejo,2482,1257,209
2025-05-23,Genteng,3051,1039,161
2025-05-23,Tegalsari,2381,1026,191
2025-05-23,Sawahan,3958,1553,149
2025-05-23,Kenjeran,5363,1318,191
2025-05-24,Gubeng,2718,885,249
2025-05-24,Sukolilo,4042,1123,163
2025-05-24,Tambaksari,5835,1322,172
2025-05-24,Wonokromo,3663,1313,183
2025-05-24,Rungkut,5822,1467,164
2025-05-24,Mulyorejo,2495,1257,213
2025-05-24,Genteng,3060,1043,161
2025-05-24,Tegalsari,2404,1028,192
2025-05-24,Sawahan,3986,1557,151
2025-05-24,Kenjeran,5394,1319,191
2025-05-25,Gubeng,2730,889,251
2025-05-25,Sukolilo,4075,1126,161
2025-05-25,Tambaksari,5864,1324,175
2025-05-25,Wonokromo,3671,1318,184
2025-05-25,Rungkut,5887,1469,162
2025-05-25,Mulyorejo,2502,1263,213
2025-05-25,Genteng,3070,1049,162
2025-05-25,Tegalsari,2426,1033,190
2025-05-25,Sawahan,4030,1558,150
2025-05-25,Kenjeran,5414,1324,192
2025-05-26,Gubeng,2754,891,251
2025-05-26,Sukolilo,4110,1130,164
2025-05-26,Tambaksari,5872,1327,174
2025-05-26,Wonokromo,3709,1321,187
2025-05-26,Rungkut,5922,1473,166
2025-05-26,Mulyorejo,2510,1263,215
2025-05-26,Genteng,3098,1049,162
2025-05-26,Tegalsari,2444,1036,189
2025-05-26,Sawahan,4065,1562,152
2025-05-26,Kenjeran,5417,1325,196
2025-05-27,Gubeng,2760,891,250
2025-05-27,Sukolilo,4111,1130,164
2025-05-27,Tambaksari,5923,1329,174
2025-05-27,Wonokromo,3744,1325,188
2025-05-27,Rungkut,5968,1473,169
2025-05-27,Mulyorejo,2507,1265,216
2025-05-27,Genteng,3119,1050,166
2025-05-27,Tegalsari,2456,1040,189
2025-05-27,Sawahan,4079,1568,152
2025-05-27,Kenjeran,5466,1330,194
2025-05-28,Gubeng,2769,894,248
2025-05-28,Sukolilo,4119,1134,168
2025-05-28,Tambaksari,5993,1335,173
2025-05-28,Wonokromo,3771,1330,187
2025-05-28,Rungkut,5988,1476,171
2025-05-28,Mulyorejo,2504,1271,220
2025-05-28,Genteng,3143,1053,165
2025-05-28,Tegalsari,2473,1044,193
2025-05-28,Sawahan,4077,1570,154
2025-05-28,Kenjeran,5520,1332,197
2025-05-29,Gubeng,2800,899,248
2025-05-29,Sukolilo,4140,1137,172
2025-05-29,Tambaksari,6020,1337,172
2025-05-29,Wonokromo,3790,1335,189
2025-05-29,Rungkut,6048,1479,173
2025-05-29,Mulyorejo,2503,1275,223
2025-05-29,Genteng,3178,1059,165
2025-05-29,Tegalsari,2487,1048,195
2025-05-29,Sawahan,4088,1575,152
2025-05-29,Kenjeran,5553,1334,197
2025-05-30,Gubeng,2821,905,248
2025-05-30,Sukolilo,4153,1142,175
2025-05-30,Tambaksari,6043,1338,174
2025-05-30,Wonokromo,3823,1335,193
2025-05-30,Rungkut,6111,1485,175
2025-05-30,Mulyorejo,2511,1277,226
2025-05-30,Genteng,3182,1059,168
2025-05-30,Tegalsari,2500,1050,195
2025-05-30,Sawahan,4130,1578,153
2025-05-30,Kenjeran,5603,1338,200
2025-05-31,Gubeng,2854,911,247
2025-05-31,Sukolilo,4170,1147,174
2025-05-31,Tambaksari,6094,1343,178
2025-05-31,Wonokromo,3843,1340,193
2025-05-31,Rungkut,6149,1491,174
2025-05-31,Mulyorejo,2533,1281,225
2025-05-31,Genteng,3192,1062,167
2025-05-31,Tegalsari,2520,1055,199
2025-05-31,Sawahan,4155,1579,156
2025-05-31,Kenjeran,5664,1343,198
2025-06-01,Gubeng,2861,912,250
2025-06-01,Sukolilo,4213,1150,178
2025-06-01,Tambaksari,6161,1345,178
2025-06-01,Wonokromo,3868,1343,197
2025-06-01,Rungkut,6159,1491,178
2025-06-01,Mulyorejo,2549,1285,227
2025-06-01,Genteng,3193,1063,169
2025-06-01,Tegalsari,2521,1060,200
2025-06-01,Sawahan,4179,1582,154
2025-06-01,Kenjeran,5724,1344,197
2025-06-02,Gubeng,2894,914,251
2025-06-02,Sukolilo,4263,1153,177
2025-06-02,Tambaksari,6186,1350,177
2025-06-02,Wonokromo,3902,1346,197
2025-06-02,Rungkut,6207,1492,178
2025-06-02,Mulyorejo,2565,1285,228
2025-06-02,Genteng,3202,1069,173
2025-06-02,Tegalsari,2524,1066,199
2025-06-02,Sawahan,4201,1588,158
2025-06-02,Kenjeran,5731,1348,198
2025-06-03,Gubeng,2915,917,252
2025-06-03,Sukolilo,4312,1156,175
2025-06-03,Tambaksari,6191,1351,180
2025-06-03,Wonokromo,3918,1346,197
2025-06-03,Rungkut,6264,1496,177
2025-06-03,Mulyorejo,2562,1285,231
2025-06-03,Genteng,3229,1070,176
2025-06-03,Tegalsari,2548,1068,198
2025-06-03,Sawahan,4203,1592,160
2025-06-03,Kenjeran,5753,1348,202
2025-06-04,Gubeng,2916,919,253
2025-06-04,Sukolilo,4350,1160,177
2025-06-04,Tambaksari,6218,1356,179
2025-06-04,Wonokromo,3932,1349,197
2025-06-04,Rungkut,6321,1497,181
2025-06-04,Mulyorejo,2571,1286,230
2025-06-04,Genteng,3256,1071,175
2025-06-04,Tegalsari,2568,1072,200
2025-06-04,Sawahan,4209,1594,163
2025-06-04,Kenjeran,5799,1348,203
2025-06-05,Gubeng,2946,921,257
2025-06-05,Sukolilo,4378,1160,179
2025-06-05,Tambaksari,6294,1361,177
2025-06-05,Wonokromo,3961,1349,195
2025-06-05,Rungkut,6374,1500,182
2025-06-05,Mulyorejo,2579,1290,230
2025-06-05,Genteng,3273,1072,174
2025-06-05,Tegalsari,2587,1077,198
2025-06-05,Sawahan,4221,1599,161
2025-06-05,Kenjeran,5846,1350,205
2025-06-06,Gubeng,2967,922,258
2025-06-06,Sukolilo,4422,1160,181
2025-06-06,Tambaksari,6350,1361,177
2025-06-06,Wonokromo,3965,1349,196
2025-06-06,Rungkut,6390,1501,186
2025-06-06,Mulyorejo,2584,1294,229
2025-06-06,Genteng,3286,1075,174
2025-06-06,Tegalsari,2590,1081,199
2025-06-06,Sawahan,4264,1604,162
2025-06-06,Kenjeran,5870,1350,203
2025-06-07,Gubeng,2990,922,262
2025-06-07,Sukolilo,4453,1163,180
2025-06-07,Tambaksari,6424,1367,179
2025-06-07,Wonokromo,3967,1354,194
2025-06-07,Rungkut,6461,1506,185
2025-06-07,Mulyorejo,2595,1296,229
2025-06-07,Genteng,3303,1075,178
2025-06-07,Tegalsari,2593,1081,203
2025-06-07,Sawahan,4276,1610,165
2025-06-07,Kenjeran,5893,1355,201
2025-06-08,Gubeng,2993,928,260
2025-06-08,Sukolilo,4454,1164,183
2025-06-08,Tambaksari,6476,1369,179
2025-06-08,Wonokromo,4008,1358,194
2025-06-08,Rungkut,6530,1506,185
2025-06-08,Mulyorejo,2617,1297,227
2025-06-08,Genteng,3318,1078,178
2025-06-08,Tegalsari,2617,1086,207
2025-06-08,Sawahan,4298,1613,168
2025-06-08,Kenjeran,5957,1356,199
2025-06-09,Gubeng,2997,933,258
2025-06-09,Sukolilo,4507,1170,182
2025-06-09,Tambaksari,6486,1373,180
2025-06-09,Wonokromo,4045,1363,195
2025-06-09,Rungkut,6546,1509,189
2025-06-09,Mulyorejo,2625,1297,231
2025-06-09,Genteng,3344,1084,181
2025-06-09,Tegalsari,2645,1087,208
2025-06-09,Sawahan,4343,1613,169
2025-06-09,Kenjeran,5990,1356,199
2025-06-10,Gubeng,3020,933,261
2025-06-10,Sukolilo,4554,1174,186
2025-06-10,Tambaksari,6546,1378,182
2025-06-10,Wonokromo,4054,1368,199
2025-06-10,Rungkut,6574,1513,192
2025-06-10,Mulyorejo,2643,1297,232
2025-06-10,Genteng,3369,1085,182
2025-06-10,Tegalsari,2654,1092,211
2025-06-10,Sawahan,4360,1619,173
2025-06-10,Kenjeran,6032,1360,197
2025-06-11,Gubeng,3020,934,263
2025-06-11,Sukolilo,4601,1180,187
2025-06-11,Tambaksari,6616,1378,186
2025-06-11,Wonokromo,4076,1369,199
2025-06-11,Rungkut,6652,1513,194
2025-06-11,Mulyorejo,2647,1302,233
2025-06-11,Genteng,3384,1086,180
2025-06-11,Tegalsari,2666,1098,213
2025-06-11,Sawahan,4381,1625,174
2025-06-11,Kenjeran,6066,1360,198
2025-06-12,Gubeng,3046,934,261
2025-06-12,Sukolilo,4624,1180,189
2025-06-12,Tambaksari,6662,1384,184
2025-06-12,Wonokromo,4113,1373,202
2025-06-12,Rungkut,6678,1517,196
2025-06-12,Mulyorejo,2650,1307,234
2025-06-12,Genteng,3421,1088,184
2025-06-12,Tegalsari,2665,1099,217
2025-06-12,Sawahan,4402,1629,178
2025-06-12,Kenjeran,6113,1363,201
2025-06-13,Gubeng,3069,939,262
2025-06-13,Sukolilo,4631,1186,192
2025-06-13,Tambaksari,6682,1386,184
2025-06-13,Wonokromo,4152,1379,202
2025-06-13,Rungkut,6723,1519,199
2025-06-13,Mulyorejo,2650,1308,235
2025-06-13,Genteng,3426,1093,187
2025-06-13,Tegalsari,2686,1099,217
2025-06-13,Sawahan,4432,1630,176
2025-06-13,Kenjeran,6183,1366,200
2025-06-14,Gubeng,3085,945,261
2025-06-14,Sukolilo,4671,1186,196
2025-06-14,Tambaksari,6718,1391,188
2025-06-14,Wonokromo,4184,1379,206
2025-06-14,Rungkut,6797,1522,202
2025-06-14,Mulyorejo,2665,1312,234
2025-06-14,Genteng,3465,1093,189
2025-06-14,Tegalsari,2707,1103,218
2025-06-14,Sawahan,4474,1633,178
2025-06-14,Kenjeran,6243,1367,203
2025-06-15,Gubeng,3106,950,265
2025-06-15,Sukolilo,4679,1189,199
2025-06-15,Tambaksari,6769,1393,190
2025-06-15,Wonokromo,4227,1382,208
2025-06-15,Rungkut,6873,1528,201
2025-06-15,Mulyorejo,2670,1314,234
2025-06-15,Genteng,3483,1094,188
2025-06-15,Tegalsari,2718,1108,221
2025-06-15,Sawahan,4499,1639,181
2025-06-15,Kenjeran,6286,1369,206
2025-06-16,Gubeng,3133,954,268
2025-06-16,Sukolilo,4692,1190,201
2025-06-16,Tambaksari,6830,1398,190
2025-06-16,Wonokromo,4272,1383,211
2025-06-16,Rungkut,6928,1529,203
2025-06-16,Mulyorejo,2684,1319,234
2025-06-16,Genteng,3512,1100,188
2025-06-16,Tegalsari,2734,1112,223
2025-06-16,Sawahan,4547,1644,182
2025-06-16,Kenjeran,6339,1375,208
2025-06-17,Gubeng,3143,960,269
2025-06-17,Sukolilo,4738,1194,199
2025-06-17,Tambaksari,6835,1399,188
2025-06-17,Wonokromo,4305,1384,211
2025-06-17,Rungkut,6992,1530,203
2025-06-17,Mulyorejo,2702,1320,238
2025-06-17,Genteng,3514,1106,188
2025-06-17,Tegalsari,2738,1116,221
2025-06-17,Sawahan,4564,1647,180
2025-06-17,Kenjeran,6388,1380,211
2025-06-18,Gubeng,3163,961,272
2025-06-18,Sukolilo,4775,1197,198
2025-06-18,Tambaksari,6879,1405,192
2025-06-18,Wonokromo,4340,1389,214
2025-06-18,Rungkut,6998,1533,204
2025-06-18,Mulyorejo,2712,1326,241
2025-06-18,Genteng,3526,1110,186
2025-06-18,Tegalsari,2736,1118,220
2025-06-18,Sawahan,4595,1653,184
2025-06-18,Kenjeran,6457,1386,210
2025-06-19,Gubeng,3197,966,275
2025-06-19,Sukolilo,4813,1203,200
2025-06-19,Tambaksari,6927,1409,191
2025-06-19,Wonokromo,4379,1390,214
2025-06-19,Rungkut,7038,1538,202
2025-06-19,Mulyorejo,2714,1327,244
2025-06-19,Genteng,3547,1113,184
2025-06-19,Tegalsari,2748,1122,220
2025-06-19,Sawahan,4600,1657,188
2025-06-19,Kenjeran,6479,1388,211
2025-06-20,Gubeng,3224,967,273
2025-06-20,Sukolilo,4822,1205,202
2025-06-20,Tambaksari,6934,1414,193
2025-06-20,Wonokromo,4422,1392,215
2025-06-20,Rungkut,7107,1542,202
2025-06-20,Mulyorejo,2713,1332,244
2025-06-20,Genteng,3568,1114,186
2025-06-20,Tegalsari,2748,1126,219
2025-06-20,Sawahan,4620,1661,189
2025-06-20,Kenjeran,6488,1389,210
2025-06-21,Gubeng,3249,969,273
2025-06-21,Sukolilo,4839,1211,204
2025-06-21,Tambaksari,6981,1418,197
2025-06-21,Wonokromo,4461,1397,213
2025-06-21,Rungkut,7119,1544,203
2025-06-21,Mulyorejo,2717,1337,246
2025-06-21,Genteng,3606,1115,184
2025-06-21,Tegalsari,2768,1128,220
2025-06-21,Sawahan,4668,1661,190
2025-06-21,Kenjeran,6510,1394,210
2025-06-22,Gubeng,3249,973,277
2025-06-22,Sukolilo,4884,1215,208
2025-06-22,Tambaksari,7026,1421,195
2025-06-22,Wonokromo,4476,1402,212
2025-06-22,Rungkut,7148,1544,201
2025-06-22,Mulyorejo,2719,1343,248
2025-06-22,Genteng,3628,1120,182
2025-06-22,Tegalsari,2773,1133,224
2025-06-22,Sawahan,4677,1666,191
2025-06-22,Kenjeran,6577,1395,212
2025-06-23,Gubeng,3281,978,281
2025-06-23,Sukolilo,4910,1221,206
2025-06-23,Tambaksari,7092,1422,193
2025-06-23,Wonokromo,4499,1404,210
2025-06-23,Rungkut,7158,1544,200
2025-06-23,Mulyorejo,2741,1347,246
2025-06-23,Genteng,3652,1121,182
2025-06-23,Tegalsari,2784,1136,227
2025-06-23,Sawahan,4697,1668,189
2025-06-23,Kenjeran,6610,1395,214
2025-06-24,Gubeng,3281,983,283
2025-06-24,Sukolilo,4914,1226,208
2025-06-24,Tambaksari,7099,1428,191
2025-06-24,Wonokromo,4517,1408,208
2025-06-24,Rungkut,7185,1549,200
2025-06-24,Mulyorejo,2757,1349,250
2025-06-24,Genteng,3692,1124,183
2025-06-24,Tegalsari,2809,1136,228
2025-06-24,Sawahan,4703,1669,188
2025-06-24,Kenjeran,6671,1401,218
2025-06-25,Gubeng,3314,985,286
2025-06-25,Sukolilo,4923,1231,212
2025-06-25,Tambaksari,7176,1433,191
2025-06-25,Wonokromo,4568,1408,210
2025-06-25,Rungkut,7263,1550,198
2025-06-25,Mulyorejo,2755,1353,252
2025-06-25,Genteng,3709,1128,181
2025-06-25,Tegalsari,2817,1141,231
2025-06-25,Sawahan,4752,1671,187
2025-06-25,Kenjeran,6706,1406,222
2025-06-26,Gubeng,3334,986,285
2025-06-26,Sukolilo,4937,1237,212
2025-06-26,Tambaksari,7196,1434,194
2025-06-26,Wonokromo,4611,1414,208
2025-06-26,Rungkut,7340,1554,199
2025-06-26,Mulyorejo,2773,1353,252
2025-06-26,Genteng,3738,1130,179
2025-06-26,Tegalsari,2821,1145,232
2025-06-26,Sawahan,4804,1673,186
2025-06-26,Kenjeran,6762,1407,220
2025-06-27,Gubeng,3345,986,284
2025-06-27,Sukolilo,4956,1240,212
2025-06-27,Tambaksari,7252,1436,197
2025-06-27,Wonokromo,4642,1418,210
2025-06-27,Rungkut,7375,1556,200
2025-06-27,Mulyorejo,2775,1355,251
2025-06-27,Genteng,3772,1135,182
2025-06-27,Tegalsari,2840,1147,236
2025-06-27,Sawahan,4822,1678,189
2025-06-27,Kenjeran,6791,1410,221
2025-06-28,Gubeng,3362,992,284
2025-06-28,Sukolilo,4985,1240,211
2025-06-28,Tambaksari,7311,1436,201
2025-06-28,Wonokromo,4657,1424,209
2025-06-28,Rungkut,7456,1557,200
2025-06-28,Mulyorejo,2796,1360,249
2025-06-28,Genteng,3804,1135,186
2025-06-28,Tegalsari,2855,1147,240
2025-06-28,Sawahan,4853,1681,193
2025-06-28,Kenjeran,6841,1410,223
2025-06-29,Gubeng,3372,996,285
2025-06-29,Sukolilo,5025,1241,211
2025-06-29,Tambaksari,7349,1442,203
2025-06-29,Wonokromo,4697,1426,208
2025-06-29,Rungkut,7500,1561,198
2025-06-29,Mulyorejo,2806,1364,247
2025-06-29,Genteng,3834,1141,190
2025-06-29,Tegalsari,2886,1152,239
2025-06-29,Sawahan,4895,1682,194
2025-06-29,Kenjeran,6857,1414,225
2025-06-30,Gubeng,3398,997,288
2025-06-30,Sukolilo,5070,1243,209
2025-06-30,Tambaksari,7371,1445,202
2025-06-30,Wonokromo,4700,1428,207
2025-06-30,Rungkut,7506,1562,200
2025-06-30,Mulyorejo,2833,1366,248
2025-06-30,Genteng,3855,1144,188
2025-06-30,Tegalsari,2885,1157,239
2025-06-30,Sawahan,4899,1686,197
2025-06-30,Kenjeran,6928,1420,228
2025-07-01,Gubeng,3408,1001,290
2025-07-01,Sukolilo,5081,1248,210
2025-07-01,Tambaksari,7406,1450,206
2025-07-01,Wonokromo,4703,1430,208
2025-07-01,Rungkut,7596,1563,202
2025-07-01,Mulyorejo,2843,1372,252
2025-07-01,Genteng,3870,1150,189
2025-07-01,Tegalsari,2913,1157,241
2025-07-01,Sawahan,4949,1689,196
2025-07-01,Kenjeran,6950,1424,231
2025-07-02,Gubeng,3419,1002,289
2025-07-02,Sukolilo,5091,1252,213
2025-07-02,Tambaksari,7482,1455,205
2025-07-02,Wonokromo,4725,1432,211
2025-07-02,Rungkut,7609,1568,203
2025-07-02,Mulyorejo,2856,1376,251
2025-07-02,Genteng,3899,1153,187
2025-07-02,Tegalsari,2919,1158,243
2025-07-02,Sawahan,4982,1690,199
2025-07-02,Kenjeran,6995,1428,230
2025-07-03,Gubeng,3421,1004,288
2025-07-03,Sukolilo,5123,1255,215
2025-07-03,Tambaksari,7572,1460,203
2025-07-03,Wonokromo,4774,1437,214
2025-07-03,Rungkut,7687,1568,202
2025-07-03,Mulyorejo,2868,1379,255
2025-07-03,Genteng,3921,1154,191
2025-07-03,Tegalsari,2931,1159,247
2025-07-03,Sawahan,5015,1696,198
2025-07-03,Kenjeran,7050,1432,230
2025-07-04,Gubeng,3427,1009,288
2025-07-04,Sukolilo,5180,1259,217
2025-07-04,Tambaksari,7582,1463,204
2025-07-04,Wonokromo,4781,1437,213
2025-07-04,Rungkut,7738,1572,205
2025-07-04,Mulyorejo,2879,1380,257
2025-07-04,Genteng,3925,1157,193
2025-07-04,Tegalsari,2950,1165,249
2025-07-04,Sawahan,5043,1696,196
2025-07-04,Kenjeran,7093,1433,232
2025-07-05,Gubeng,3449,1009,292
2025-07-05,Sukolilo,5223,1262,219
2025-07-05,Tambaksari,7624,1469,202
2025-07-05,Wonokromo,4820,1440,212
2025-07-05,Rungkut,7828,1575,209
2025-07-05,Mulyorejo,2902,1382,259
2025-07-05,Genteng,3962,1163,197
2025-07-05,Tegalsari,2972,1165,250
2025-07-05,Sawahan,5049,1699,200
2025-07-05,Kenjeran,7116,1439,230
2025-07-06,Gubeng,3460,1013,293
2025-07-06,Sukolilo,5240,1262,222
2025-07-06,Tambaksari,7695,1469,204
2025-07-06,Wonokromo,4849,1444,210
2025-07-06,Rungkut,7866,1576,212
2025-07-06,Mulyorejo,2926,1385,259
2025-07-06,Genteng,3966,1166,200
2025-07-06,Tegalsari,2991,1167,254
2025-07-06,Sawahan,5079,1703,200
2025-07-06,Kenjeran,7171,1444,231
2025-07-07,Gubeng,3491,1016,295
2025-07-07,Sukolilo,5290,1265,221
2025-07-07,Tambaksari,7733,1473,205
2025-07-07,Wonokromo,4863,1446,212
2025-07-07,Rungkut,7902,1581,213
2025-07-07,Mulyorejo,2948,1391,263
2025-07-07,Genteng,3997,1171,199
2025-07-07,Tegalsari,3005,1172,253
2025-07-07,Sawahan,5083,1707,201
2025-07-07,Kenjeran,7241,1450,233
2025-07-08,Gubeng,3516,1021,298
2025-07-08,Sukolilo,5294,1268,224
2025-07-08,Tambaksari,7737,1473,209
2025-07-08,Wonokromo,4871,1450,213
2025-07-08,Rungkut,7914,1583,212
2025-07-08,Mulyorejo,2957,1395,261
2025-07-08,Genteng,4031,1174,201
2025-07-08,Tegalsari,3026,1174,256
2025-07-08,Sawahan,5140,1707,205
2025-07-08,Kenjeran,7315,1455,234
2025-07-09,Gubeng,3534,1022,302
2025-07-09,Sukolilo,5337,1274,226
2025-07-09,Tambaksari,7767,1473,213
2025-07-09,Wonokromo,4905,1454,216
2025-07-09,Rungkut,7939,1584,215
2025-07-09,Mulyorejo,2955,1396,264
2025-07-09,Genteng,4030,1175,199
2025-07-09,Tegalsari,3060,1180,257
2025-07-09,Sawahan,5160,1710,206
2025-07-09,Kenjeran,7369,1459,232
2025-07-10,Gubeng,3565,1022,300
2025-07-10,Sukolilo,5373,1279,230
2025-07-10,Tambaksari,7823,1477,213
2025-07-10,Wonokromo,4925,1460,216
2025-07-10,Rungkut,7964,1585,216
2025-07-10,Mulyorejo,2984,1400,262
2025-07-10,Genteng,4042,1178,201
2025-07-10,Tegalsari,3062,1180,259
2025-07-10,Sawahan,5176,1710,210
2025-07-10,Kenjeran,7417,1461,234
2025-07-11,Gubeng,3599,1026,300
2025-07-11,Sukolilo,5419,1282,232
2025-07-11,Tambaksari,7872,1478,217
2025-07-11,Wonokromo,4944,1466,217
2025-07-11,Rungkut,8000,1589,220
2025-07-11,Mulyorejo,2981,1400,262
2025-07-11,Genteng,4045,1183,205
2025-07-11,Tegalsari,3096,1185,262
2025-07-11,Sawahan,5188,1712,211
2025-07-11,Kenjeran,7505,1465,236
2025-07-12,Gubeng,3599,1032,300
2025-07-12,Sukolilo,5436,1282,233
2025-07-12,Tambaksari,7939,1484,217
2025-07-12,Wonokromo,4948,1467,218
2025-07-12,Rungkut,8000,1590,222
2025-07-12,Mulyorejo,2987,1405,265
2025-07-12,Genteng,4090,1184,206
2025-07-12,Tegalsari,3121,1186,265
2025-07-12,Sawahan,5201,1714,210
2025-07-12,Kenjeran,7529,1471,235
2025-07-13,Gubeng,3635,1034,299
2025-07-13,Sukolilo,5488,1282,231
2025-07-13,Tambaksari,8000,1489,218
2025-07-13,Wonokromo,4984,1473,222
2025-07-13,Rungkut,8000,1590,226
2025-07-13,Mulyorejo,3001,1409,265
2025-07-13,Genteng,4114,1188,210
2025-07-13,Tegalsari,3129,1187,269
2025-07-13,Sawahan,5256,1716,211
2025-07-13,Kenjeran,7552,1475,234
2025-07-14,Gubeng,3637,1040,300
2025-07-14,Sukolilo,5521,1286,229
2025-07-14,Tambaksari,8000,1492,222
2025-07-14,Wonokromo,5024,1474,223
2025-07-14,Rungkut,8000,1595,228
2025-07-14,Mulyorejo,3014,1414,263
2025-07-14,Genteng,4114,1189,211
2025-07-14,Tegalsari,3149,1189,269
2025-07-14,Sawahan,5293,1718,210
2025-07-14,Kenjeran,7605,1476,234
2025-07-15,Gubeng,3657,1044,300
2025-07-15,Sukolilo,5546,1289,230
2025-07-15,Tambaksari,8000,1497,226
2025-07-15,Wonokromo,5046,1480,224
2025-07-15,Rungkut,8000,1596,230
2025-07-15,Mulyorejo,3015,1418,266
2025-07-15,Genteng,4125,1189,214
2025-07-15,Tegalsari,3157,1190,271
2025-07-15,Sawahan,5319,1721,209
2025-07-15,Kenjeran,7622,1481,233
2025-07-16,Gubeng,3677,1044,299
2025-07-16,Sukolilo,5575,1290,234
2025-07-16,Tambaksari,8000,1501,229
2025-07-16,Wonokromo,5064,1483,224
2025-07-16,Rungkut,8000,1602,232
2025-07-16,Mulyorejo,3013,1418,269
2025-07-16,Genteng,4133,1190,218
2025-07-16,Tegalsari,3165,1196,274
